Frame,Luminance value,base line
1432,166.991846,base line
1433,166.9916391,base line
1434,166.9915361,base line
1435,166.991746,base line
1436,166.9916603,base line
1437,166.991954,base line
1438,166.9915235,base line
1439,166.9920188,base line
1440,166.9920787,base line
1441,166.9919189,base line
1442,166.9918344,base line
1443,166.9913685,base line
1444,166.991545,base line
1445,166.9923048,base line
1446,166.9920524,base line
1447,166.9917148,base line
1448,166.9920136,base line
1449,166.9921148,base line
1450,166.9921142,base line
1451,166.9918144,base line
1452,166.9918873,base line
1453,166.9920164,base line
1454,166.9922635,base line
1455,166.9915771,base line
1456,166.9920925,base line
1457,166.992259,base line
1458,166.9922403,base line
1459,166.9922739,base line
1460,166.9923586,base line
1461,166.9921205,base line
1462,166.9925938,base line
1463,166.992227,base line
1464,166.9926923,base line
1465,166.9925625,base line
1466,166.9924264,base line
1467,166.9916515,base line
1468,166.9924353,base line
1469,166.9923119,base line
1470,166.992589,base line
1471,166.9915642,base line
1472,166.990969,base line
1473,166.9916799,base line
1474,166.9916388,base line
1475,166.9920564,base line
1476,166.9916254,base line
1477,166.9918501,base line
1478,166.9918407,base line
1479,166.9921884,base line
1480,166.9912605,base line
1481,166.9918686,base line
1482,166.991985,base line
1483,166.9919375,base line
1484,166.9915286,base line
1485,166.9919845,base line
1486,166.9920636,base line
1487,166.9921763,base line
1488,166.9916688,base line
1489,166.9922413,base line
1490,166.9921756,base line
1491,166.9920237,base line
1492,166.9917587,base line
1493,166.9917278,base line
1494,180.4853914,
1495,180.4915225,
1496,180.9000318,
1497,181.0907695,
1498,181.0092982,
1499,180.9916843,
1500,180.9362204,
1501,180.9362204,
1502,180.907514,
1503,180.9842979,
1504,180.7920202,
1505,180.6114809,
1506,180.590375,
1507,180.5903896,
1508,180.6033692,
1509,179.7154707,
1510,178.2637246,
1511,178.1216804,
1512,178.7948645,
1513,178.7950147,
1514,179.4044937,
1515,179.2625232,
1516,178.7937175,
1517,178.7236983,
1518,179.3054462,
1519,179.3054462,
1520,179.9552606,
1521,180.444242,
1522,180.5356293,
1523,180.361639,
1524,180.410978,
1525,180.410978,
1526,180.6082153,
1527,180.1709822,
1528,179.7620907,
1529,179.334728,
1530,178.8121962,
1531,178.8117173,
1532,178.5628818,
1533,178.3950359,
1534,178.3569569,
1535,178.3878573,
1536,178.7036882,
1537,178.6895696,
1538,179.0038173,
1539,179.5336886,
1540,180.2289637,
1541,180.8003402,
1542,181.1907544,
1543,181.1906251,
1544,181.4099517,
1545,181.2018869,
1546,181.0283653,
1547,180.8003465,
1548,180.5588111,
1549,180.5588111,
1550,180.201826,
1551,179.9633985,
1552,180.1428443,
1553,180.5997172,
1554,180.6844099,
1555,180.6844099,
1556,180.4479029,
1557,180.2042783,
1558,179.9427992,
1559,179.6457718,
1560,179.3099853,
1561,179.319638,
1562,179.1215677,
1563,178.7576095,
1564,178.5326985,
1565,178.5670848,
1566,178.544541,
1567,178.544541,
1568,178.117329,
1569,177.101415,
1570,174.755595,
1571,170.3407599,
1572,163.3154369,
1573,163.3272644,
1574,160.6895264,
1575,160.180378,
1576,159.9765852,
1577,160.342182,
1578,160.6234555,
1579,160.6234555,
1580,160.8708878,
1581,159.7281369,
1582,158.4266925,
1583,157.4303531,
1584,158.0382584,
1585,157.9533384,
1586,159.2640646,
1587,161.2496084,
1588,163.7493981,
1589,165.2102126,
1590,165.7604647,
1591,165.7678696,
1592,165.6770761,
1593,165.1183121,
1594,164.1364953,
1595,163.2191153,
1596,162.3530123,
1597,162.3530123,
1598,161.8168532,
1599,161.9421175,
1600,162.2451037,
1601,162.6965808,
1602,163.3007066,
1603,163.3073985,
1604,163.9715649,
1605,164.4897415,
1606,164.7606391,
1607,164.7297856,
1608,164.3340423,
1609,164.3340478,
1610,163.8005028,
1611,163.2981267,
1612,162.5611384,
1613,162.2290555,
1614,161.749397,
1615,161.749397,
1616,161.3251137,
1617,161.090804,
1618,160.9210967,
1619,160.9435501,
1620,161.1583718,
1621,161.1583718,
1622,161.4758362,
1623,161.9333112,
1624,162.4449305,
1625,162.9866967,
1626,163.4497747,
1627,163.4463343,
1628,164.008773,
1629,164.3169335,
1630,164.6592913,
1631,165.1388454,
1632,165.5033498,
1633,165.5033498,
1634,165.972425,
1635,166.13382,
1636,166.2325714,
1637,166.2698878,
1638,166.2280629,
1639,166.2163345,
1640,166.327446,
1641,166.2708296,
1642,166.0988957,
1643,165.96093,
1644,165.6941191,
1645,165.6941191,
1646,165.2355946,
1647,164.7440233,
1648,164.3582285,
1649,163.82209,
1650,163.3607349,
1651,163.3607364,
1652,163.2504316,
1653,163.3874509,
1654,163.4250604,
1655,163.2750482,
1656,162.969939,
1657,162.969939,
1658,162.6265059,
1659,162.5581545,
1660,162.7157977,
1661,162.8743978,
1662,163.0115115,
1663,163.0115115,
1664,163.079897,
1665,163.1807635,
1666,163.3188253,
1667,163.3878849,
1668,163.6075111,
1669,163.6075111,
1670,163.8287277,
1671,163.8320374,
1672,163.9439599,
1673,164.3802958,
1674,164.6718755,
1675,164.6718755,
1676,164.4954101,
1677,164.1722789,
1678,164.2289523,
1679,164.4479882,
1680,164.658128,
1681,164.659166,
1682,164.6528073,
1683,164.7063928,
1684,164.8692506,
1685,164.981251,
1686,165.003316,
1687,165.003316,
1688,164.9603266,
1689,164.7466488,
1690,164.3908449,
1691,164.0458164,
1692,163.7501325,
1693,163.75015,
1694,163.5627426,
1695,163.2966967,
1696,162.9210807,
1697,162.6622515,
1698,162.5598914,
1699,162.8886982,
1700,162.8886982,
1701,163.0996845,
1702,163.7301471,
1703,164.7785331,
1704,165.6584433,
1705,166.2122625,
1706,166.213514,
1707,167.0024921,
1708,167.9370823,
1709,168.7462307,
1710,169.8990999,
1711,170.8494102,
1712,170.8496976,
1713,171.7006546,
1714,172.3494901,
1715,172.8619876,
1716,173.2641648,
1717,173.2264471,
1718,173.2264471,
1719,172.9815168,
1720,172.6622225,
1721,172.2719984,
1722,171.9203249,
1723,171.7106336,
1724,171.7197636,
1725,171.6563478,
1726,171.4209702,
1727,171.4398261,
1728,171.4262534,
1729,171.3613132,
1730,171.3600176,
1731,171.3068456,
1732,171.3302973,
1733,171.2859813,
1734,171.1345162,
1735,170.9879005,
1736,170.9879005,
1737,170.7879089,
1738,170.7373215,
1739,170.8568016,
1740,171.0243611,
1741,171.1024931,
1742,171.0981376,
1743,171.1923783,
1744,171.2066596,
1745,171.1875177,
1746,170.9248484,
1747,170.7861654,
1748,170.7861654,
1749,170.6503781,
1750,170.3556574,
1751,170.0660206,
1752,169.5827804,
1753,168.9778968,
1754,168.9782063,
1755,168.3439046,
1756,167.9091436,
1757,167.678902,
1758,167.4398902,
1759,167.3267553,
1760,167.3183802,
1761,167.1881088,
1762,166.9310772,
1763,166.6455634,
1764,166.4166169,
1765,165.9583027,
1766,165.9655304,
1767,165.7603153,
1768,165.4237767,
1769,165.4202525,
1770,164.971132,
1771,164.9385804,
1772,164.9385804,
1773,164.6995374,
1774,164.8139766,
1775,165.0096921,
1776,165.4329985,
1777,165.7011118,
1778,165.7008653,
1779,166.3068733,
1780,166.9122839,
1781,167.112561,
1782,167.3188601,
1783,167.2877706,
1784,167.2368528,
1785,167.1022655,
1786,167.2340593,
1787,167.5122362,
1788,168.1848645,
1789,169.3479729,
1790,169.3479729,
1791,170.4104618,
1792,171.3515126,
1793,172.1008166,
1794,172.5714731,
1795,172.7057165,
1796,172.7030077,
1797,172.0417976,
1798,171.2373776,
1799,170.7207076,
1800,170.6717082,
1801,170.4819258,
1802,170.4819258,
1803,170.3227161,
1804,171.0090911,
1805,171.9909652,
1806,172.9707605,
1807,173.7403932,
1808,173.7794829,
1809,173.927645,
1810,173.4285221,
1811,172.5349798,
1812,171.6644757,
1813,170.6914213,
1814,170.6914213,
1815,170.0596311,
1816,169.6933212,
1817,169.3598481,
1818,169.2782391,
1819,169.3176174,
1820,169.3176174,
1821,169.598227,
1822,170.0572155,
1823,170.4037176,
1824,170.6251,
1825,170.9923751,
1826,170.9704871,
1827,171.2292148,
1828,171.3885964,
1829,170.8311229,
1830,170.2170382,
1831,169.6510928,
1832,169.6510928,
1833,169.3555944,
1834,168.6741175,
1835,167.6970384,
1836,167.5636744,
1837,167.7473043,
1838,167.7982186,
1839,167.5061852,
1840,166.6226178,
1841,165.0282597,
1842,163.6111698,
1843,162.7624039,
1844,162.7624039,
1845,162.1991547,
1846,161.9253704,
1847,161.8256228,
1848,161.6035426,
1849,161.4034235,
1850,161.4032088,
1851,161.2900579,
1852,160.9284624,
1853,160.4252074,
1854,159.8776095,
1855,159.7196871,
1856,159.7196871,
1857,159.7063028,
1858,159.8961488,
1859,160.3536462,
1860,160.9499249,
1861,161.7738097,
1862,161.7737747,
1863,162.7034684,
1864,163.4623482,
1865,164.1926882,
1866,164.852248,
1867,165.5416591,
1868,165.5416591,
1869,165.961858,
1870,166.1556777,
1871,166.5049939,
1872,166.7989686,
1873,166.6838833,
1874,166.6838833,
1875,166.3817951,
1876,166.1812103,
1877,165.8456593,
1878,165.534054,
1879,165.3108391,
1880,165.3201415,
1881,165.3454586,
1882,165.093958,
1883,164.4812087,
1884,164.001761,
1885,164.0873814,
1886,164.0873814,
1887,164.3882857,
1888,164.5267027,
1889,164.5949823,
1890,164.4179629,
1891,163.9282728,
1892,163.9286135,
1893,163.543601,
1894,163.2856152,
1895,163.0475388,
1896,162.9858025,
1897,163.1739138,
1898,162.9205146,
1899,162.920727,
1900,162.9064681,
1901,163.055435,
1902,163.069792,
1903,162.8883608,
1904,162.7784046,
1905,162.7791401,
1906,162.4805119,
1907,162.1951274,
1908,162.1764286,
1909,162.1645322,
1910,161.8782037,
1911,161.8755647,
1912,166.9923285,base line
1913,166.9920821,base line
1914,166.9918749,base line
1915,166.9921506,base line
1916,166.992131,base line
1917,166.9921955,base line
1918,166.9924442,base line
1919,166.9922747,base line
1920,166.9920302,base line
1921,166.9919959,base line
1922,166.9918513,base line
1923,166.9920043,base line
1924,166.9917108,base line
1925,166.9920705,base line
1926,166.9919101,base line
1927,166.9920405,base line
1928,166.9917246,base line
1929,166.99209,base line
1930,166.9917746,base line
1931,166.9919282,base line
1932,166.9919206,base line
1933,166.9916207,base line
1934,166.9916914,base line
1935,166.9917774,base line
1936,166.9916593,base line
1937,166.991918,base line
1938,166.9923215,base line
1939,166.9920726,base line
1940,166.9919852,base line
1941,166.9913903,base line
1942,166.9917649,base line
1943,166.9920301,base line
1944,166.9920191,base line
1945,166.9916459,base line
1946,166.992028,base line
1947,166.9920426,base line
1948,166.9918001,base line
1949,166.9915816,base line
1950,166.9917661,base line
1951,166.9919337,base line
1952,166.9919036,base line
1953,166.9915768,base line
1954,166.992195,base line
1955,166.9920438,base line
1956,166.9920844,base line
1957,166.991979,base line
1958,166.9922247,base line
1959,166.992073,base line
1960,166.9918284,base line
1961,166.991615,base line
1962,166.9922042,base line
1963,166.992158,base line
1964,166.9921332,base line
1965,166.9916795,base line
1966,166.9922181,base line
1967,166.9921056,base line
1968,166.991911,base line
1969,166.991595,base line
1970,166.9916599,base line
1971,166.9916782,base line
1972,166.9920261,base line
1973,166.9920753,base line
1974,166.9918605,base line
1975,166.9919171,base line
1976,166.9919276,base line
1977,166.9918346,base line
1978,166.9916357,base line
1979,166.9920042,base line
1980,166.9921567,base line
1981,166.9922957,base line
1982,166.9922128,base line
1983,166.9918934,base line
1984,166.9922041,base line
1985,166.9924047,base line
1986,166.9923203,base line
1987,166.9921016,base line
1988,166.9925288,base line
1989,166.9923028,base line
1990,166.992604,base line
1991,166.992608,base line
1992,166.9930029,base line
1993,166.9926247,base line
1994,166.9927675,base line
1995,166.9928363,base line
1996,166.9930565,base line
1997,166.9929121,base line
1998,166.992611,base line
1999,166.9920031,base line
2000,166.992473,base line
2001,166.9924717,base line
2002,166.9923782,base line
2003,166.9922981,base line
2004,166.9924362,base line
2005,166.992766,base line
2006,166.992654,base line
2007,166.9925384,base line
2008,166.9929535,base line
2009,166.9929118,base line
2010,166.9928151,base line
2011,166.9926719,base line
2012,166.9931311,base line
2013,166.9931084,base line
2014,166.9927216,base line
2015,166.9928962,base line
2016,166.9929921,base line
2017,166.993129,base line
2018,166.9929544,base line
2019,166.9925302,base line
2020,166.9927068,base line
2021,156.8578484,
2022,156.858566,
2023,157.428093,
2024,157.6749285,
2025,157.578289,
2026,157.8454232,
2027,157.8557462,
2028,157.8947807,
2029,157.5352746,
2030,157.5895637,
2031,157.5158388,
2032,157.5193799,
2033,157.3258513,
2034,156.5567601,
2035,156.4581538,
2036,156.1714159,
2037,156.1944732,
2038,156.2728568,
2039,156.0143498,
2040,155.8966167,
2041,156.3500245,
2042,156.3500245,
2043,156.4302406,
2044,156.2663331,
2045,156.9684813,
2046,158.1839245,
2047,158.1839245,
2048,158.5256727,
2049,158.9312214,
2050,158.3480419,
2051,158.9110699,
2052,158.9110699,
2053,159.8102046,
2054,160.0306671,
2055,160.1672191,
2056,159.9164668,
2057,159.9165065,
2058,159.772811,
2059,159.5899851,
2060,159.4212135,
2061,159.1472201,
2062,159.1498265,
2063,158.8956614,
2064,158.5512107,
2065,158.1106168,
2066,158.173347,
2067,158.1739423,
2068,157.8945764,
2069,157.8692355,
2070,158.1691777,
2071,158.0574048,
2072,158.0574048,
2073,158.1170662,
2074,158.3747711,
2075,158.5330168,
2076,158.3794583,
2077,158.3798004,
2078,158.8324072,
2079,158.1290116,
2080,158.4100882,
2081,158.5265647,
2082,158.5115806,
2083,158.1243962,
2084,158.1791036,
2085,158.1377204,
2086,157.767079,
2087,157.8305731,
2088,158.0772683,
2089,158.068919,
2090,157.4826754,
2091,157.3253594,
2092,157.3398341,
2093,157.0501849,
2094,156.2473934,
2095,156.4175552,
2096,156.3437596,
2097,156.3437596,
2098,156.3345852,
2099,156.4860107,
2100,156.5809987,
2101,156.537009,
2102,156.5369689,
2103,156.4247095,
2104,156.4110121,
2105,156.6526805,
2106,156.8687826,
2107,156.8602772,
2108,156.7931503,
2109,157.5783946,
2110,157.7202116,
2111,157.6682732,
2112,157.6627082,
2113,158.0429286,
2114,158.1629303,
2115,157.857297,
2116,157.8714144,
2117,157.8790862,
2118,158.1826773,
2119,158.3741014,
2120,158.1773443,
2121,158.1806246,
2122,158.1806246,
2123,158.4782984,
2124,158.5944819,
2125,158.963383,
2126,158.7085536,
2127,158.6957904,
2128,159.5912563,
2129,160.1569151,
2130,160.3968848,
2131,160.6073544,
2132,160.6095966,
2133,160.8511141,
2134,160.6281541,
2135,160.9458221,
2136,161.2519646,
2137,161.1270416,
2138,161.588358,
2139,161.7995495,
2140,162.2694887,
2141,162.620416,
2142,162.6205431,
2143,163.2452834,
2144,163.8844674,
2145,164.0397513,
2146,165.2951598,
2147,165.3043119,
2148,165.8241459,
2149,166.5198624,
2150,167.2955187,
2151,167.7951401,
2152,167.8049007,
2153,168.4155304,
2154,168.7655435,
2155,168.8753386,
2156,168.8311282,
2157,168.8321811,
2158,168.8278014,
2159,168.4077471,
2160,168.0220335,
2161,167.3970206,
2162,167.3985751,
2163,166.866563,
2164,166.1374421,
2165,164.8158131,
2166,164.2952214,
2167,164.3023416,
2168,163.8462582,
2169,163.3008466,
2170,162.7273275,
2171,162.4687772,
2172,162.4687772,
2173,162.3623552,
2174,162.2521414,
2175,162.436766,
2176,162.2711507,
2177,162.2649976,
2178,161.8780221,
2179,161.9738876,
2180,161.79104,
2181,161.6174821,
2182,161.597695,
2183,161.5009116,
2184,160.9042765,
2185,160.7974743,
2186,160.7614456,
2187,160.768401,
2188,160.8866046,
2189,160.6749401,
2190,160.2905579,
2191,160.5745778,
2192,160.5776495,
2193,160.4253439,
2194,160.1937201,
2195,160.0159786,
2196,159.6552098,
2197,159.6462319,
2198,159.066523,
2199,158.8975243,
2200,158.4371657,
2201,157.8227348,
2202,157.8525414,
2203,157.1777675,
2204,156.6051176,
2205,155.9158936,
2206,155.51255,
2207,155.51255,
2208,154.9576391,
2209,153.7324131,
2210,153.2248409,
2211,152.596653,
2212,152.596653,
2213,151.8986323,
2214,151.7370451,
2215,152.0627444,
2216,152.3353074,
2217,152.3388832,
2218,152.9155406,
2219,153.1941877,
2220,153.8812395,
2221,155.2927486,
2222,155.4434527,
2223,156.4820653,
2224,157.4694339,
2225,158.7899458,
2226,160.4254003,
2227,160.5276519,
2228,163.9321566,
2229,165.2045726,
2230,167.2852433,
2231,169.1899371,
2232,169.1906618,
2233,170.8683133,
2234,174.0414686,
2235,175.6622946,
2236,177.1397643,
2237,177.2289654,
2238,178.534568,
2239,180.1232549,
2240,181.8897084,
2241,182.6935802,
2242,182.7201605,
2243,183.4280422,
2244,184.3919385,
2245,184.8803196,
2246,185.9128397,
2247,185.9242307,
2248,186.4320812,
2249,186.8520328,
2250,187.2641206,
2251,187.6963177,
2252,187.7933149,
2253,188.1451017,
2254,188.4747856,
2255,188.6197573,
2256,188.6826263,
2257,188.7233536,
2258,188.7622093,
2259,188.7012509,
2260,188.5828591,
2261,188.3703934,
2262,188.4259359,
2263,188.064283,
2264,187.7775801,
2265,187.0221661,
2266,186.7384686,
2267,186.8001088,
2268,186.1904158,
2269,185.7982,
2270,185.5081984,
2271,184.8673816,
2272,184.9125398,
2273,184.5957148,
2274,184.2708902,
2275,183.9804677,
2276,183.6764276,
2277,183.7227762,
2278,183.1018093,
2279,182.7732974,
2280,182.485473,
2281,182.1150001,
2282,182.0934446,
2283,181.6161832,
2284,180.9316098,
2285,180.5721028,
2286,180.2349362,
2287,180.2752669,
2288,179.8987757,
2289,179.6077993,
2290,179.0980352,
2291,178.787292,
2292,178.8026663,
2293,178.5878567,
2294,177.9854113,
2295,177.9762255,
2296,177.4318305,
2297,177.4623324,
2298,177.0646075,
2299,177.0299279,
2300,176.5660567,
2301,176.3338394,
2302,176.2801569,
2303,175.8948925,
2304,175.9353919,
2305,175.36886,
2306,175.0488519,
2307,175.0826985,
2308,175.1477531,
2309,174.5648903,
2310,174.1348847,
2311,173.8213679,
2312,173.8385305,
2313,173.6850314,
2314,173.6765528,
2315,173.1231816,
2316,173.0134026,
2317,173.0478989,
2318,172.8973454,
2319,172.8313172,
2320,172.6491698,
2321,172.4022196,
2322,172.4142163,
2323,172.2633178,
2324,172.38647,
2325,172.2030245,
2326,172.0373634,
2327,172.0176187,
2328,171.9842242,
2329,172.0581609,
2330,171.9213364,
2331,171.781811,
2332,171.8458936,
2333,171.8471891,
2334,171.8208208,
2335,171.7036923,
2336,171.7341153,
2337,171.7407035,
2338,171.6072511,
2339,171.415141,
2340,171.2437616,
2341,171.348805,
2342,171.3609561,
2343,171.3694362,
2344,171.2539495,
2345,171.3000935,
2346,171.1960154,
2347,171.1905932,
2348,171.0092413,
2349,171.1668319,
2350,171.1300304,
2351,171.0353097,
2352,171.0300385,
2353,171.1767482,
2354,171.1933711,
2355,171.1511871,
2356,171.0446345,
2357,171.0658218,
2358,171.313348,
2359,171.4983901,
2360,171.5490574,
2361,171.8940069,
2362,171.8916229,
2363,172.0563523,
2364,172.1349964,
2365,172.6214382,
2366,172.766166,
2367,172.762202,
2368,172.7200599,
2369,172.6831419,
2370,172.887784,
2371,172.7801501,
2372,172.7574536,
2373,172.5558026,
2374,172.5665346,
2375,172.4000127,
2376,172.0434353,
2377,172.0416942,
2378,171.8547032,
2379,171.6723644,
2380,171.4743211,
2381,171.1453074,
2382,171.181637,
2383,171.119353,
2384,170.8255234,
2385,170.5979985,
2386,170.6235431,
2387,170.6452345,
2388,170.4745979,
2389,170.2824612,
2390,170.1615228,
2391,169.9280784,
2392,169.903365,
2393,166.9923285,base line
2394,166.9920821,base line
2395,166.9918749,base line
2396,166.9921506,base line
2397,166.992131,base line
2398,166.9921955,base line
2399,166.9924442,base line
2400,166.9922747,base line
2401,166.9920302,base line
2402,166.9919959,base line
2403,166.9918513,base line
2404,166.9920043,base line
2405,166.9917108,base line
2406,166.9920705,base line
2407,166.9919101,base line
2408,166.9920405,base line
2409,166.9917246,base line
2410,166.99209,base line
2411,166.9917746,base line
2412,166.9919282,base line
2413,166.9919206,base line
2414,166.9917036,base line
2415,166.9918474,base line
2416,166.9918997,base line
2417,166.9916593,base line
2418,166.9919875,base line
2419,166.9922171,base line
2420,166.9917939,base line
2421,166.9918016,base line
2422,166.9910629,base line
2423,166.9918208,base line
2424,166.9919254,base line
2425,166.9915914,base line
2426,166.9918448,base line
2427,166.9920867,base line
2428,166.9919834,base line
2429,166.9919134,base line
2430,166.9918511,base line
2431,166.9919666,base line
2432,166.9920058,base line
2433,166.9920715,base line
2434,166.9917691,base line
2435,166.9921224,base line
2436,166.9921543,base line
2437,166.9920603,base line
2438,166.9920737,base line
2439,166.9923743,base line
2440,166.9920682,base line
2441,166.9919152,base line
2442,166.991923,base line
2443,166.992049,base line
2444,166.9920847,base line
2445,166.9922582,base line
2446,166.9917975,base line
2447,166.9923876,base line
2448,166.9924774,base line
2449,166.9922689,base line
2450,166.9919724,base line
2451,166.9912907,base line
2452,166.9913923,base line
2453,166.992017,base line
2454,166.991892,base line
2455,166.9917325,base line
2456,166.9918871,base line
2457,166.9919568,base line
2458,166.9922147,base line
2459,166.9917351,base line
2460,166.9914765,base line
2461,166.9920151,base line
2462,166.9922839,base line
2463,166.9919532,base line
2464,166.9922479,base line
2465,166.9922334,base line
2466,166.9922306,base line
2467,166.992238,base line
2468,166.9922013,base line
2469,166.9922053,base line
2470,166.9924173,base line
2471,166.9923908,base line
2472,166.9924697,base line
2473,166.9928725,base line
2474,166.9925688,base line
2475,166.9920893,base line
2476,166.9928861,base line
2477,166.9922093,base line
2478,166.9924098,base line
2479,166.9922818,base line
2480,166.9907785,base line
2481,166.991691,base line
2482,166.9915273,base line
2483,166.9916897,base line
2484,166.9915607,base line
2485,166.9918136,base line
2486,166.9915,base line
2487,166.9921528,base line
2488,166.9915667,base line
2489,166.9917866,base line
2490,166.992165,base line
2491,166.992094,base line
2492,166.9915454,base line
2493,166.9920173,base line
2494,166.992278,base line
2495,166.9916949,base line
2496,166.9917492,base line
2497,166.992154,base line
2498,166.9919444,base line
2499,166.9919457,base line
2500,166.9917753,base line
2501,166.99152,base line
2502,158.3486662,
2503,158.4393615,
2504,158.4393413,
2505,158.4413644,
2506,158.448868,
2507,158.5146441,
2508,158.5033075,
2509,158.5084126,
2510,158.5132344,
2511,158.5372574,
2512,158.5583187,
2513,158.559911,
2514,158.5333442,
2515,158.5595068,
2516,158.5566647,
2517,158.5493214,
2518,158.5562095,
2519,158.5555921,
2520,158.5517799,
2521,158.5751338,
2522,158.5595295,
2523,158.5489304,
2524,158.5800457,
2525,158.5323036,
2526,158.494417,
2527,158.5610563,
2528,158.5680427,
2529,158.5602167,
2530,158.4388873,
2531,158.2440189,
2532,158.3720467,
2533,158.4035033,
2534,158.3901827,
2535,158.3834439,
2536,158.4171582,
2537,158.4330664,
2538,158.4342396,
2539,158.3675741,
2540,158.4134914,
2541,158.3775115,
2542,158.3944579,
2543,158.3162328,
2544,158.3979951,
2545,158.3995374,
2546,158.3844355,
2547,158.3018603,
2548,158.3536228,
2549,158.3456948,
2550,158.3480963,
2551,158.2261919,
2552,158.2169648,
2553,158.181044,
2554,158.1258174,
2555,157.9013651,
2556,157.9738386,
2557,158.1605354,
2558,158.3078182,
2559,158.2694012,
2560,158.2423131,
2561,158.2122756,
2562,158.2079146,
2563,158.1680997,
2564,158.1073399,
2565,158.1740509,
2566,158.184838,
2567,158.0382084,
2568,158.0001456,
2569,157.8735824,
2570,157.8099668,
2571,158.0974119,
2572,158.3576876,
2573,158.9270257,
2574,158.8892896,
2575,159.3222111,
2576,159.5595607,
2577,159.8904972,
2578,160.3332099,
2579,160.9883386,
2580,160.9616695,
2581,161.9992397,
2582,162.7146093,
2583,163.2997347,
2584,163.6803814,
2585,163.8974558,
2586,163.9210394,
2587,164.0613349,
2588,164.0155922,
2589,164.1792264,
2590,164.4304354,
2591,164.5454339,
2592,164.5438818,
2593,164.7526827,
2594,165.0094705,
2595,165.2001519,
2596,165.3536599,
2597,165.4442346,
2598,165.5297757,
2599,165.6537182,
2600,165.6571855,
2601,165.573933,
2602,165.7176189,
2603,165.7664324,
2604,165.7675672,
2605,165.7453566,
2606,165.9304871,
2607,165.992473,
2608,166.136381,
2609,166.1931903,
2610,166.2909157,
2611,166.2903737,
2612,166.1750474,
2613,165.9314726,
2614,165.9637043,
2615,165.8959147,
2616,165.89415,
2617,165.7578507,
2618,165.8361532,
2619,165.9238176,
2620,165.844347,
2621,165.594894,
2622,165.5191656,
2623,165.5702023,
2624,165.7426605,
2625,166.0339637,
2626,166.4464482,
2627,166.7166323,
2628,166.7179064,
2629,166.7815107,
2630,166.8105137,
2631,167.1069625,
2632,167.2724564,
2633,167.482171,
2634,167.4357538,
2635,167.6205028,
2636,167.8078304,
2637,167.9912631,
2638,167.9971504,
2639,168.2191233,
2640,168.2207109,
2641,168.1680872,
2642,168.0440292,
2643,168.1115936,
2644,168.1129818,
2645,168.066011,
2646,168.0192885,
2647,168.1926262,
2648,168.4494915,
2649,168.5801299,
2650,168.6082347,
2651,168.5136456,
2652,168.6080736,
2653,168.6618988,
2654,168.6964429,
2655,168.7610314,
2656,168.9171787,
2657,168.9420231,
2658,168.9439604,
2659,169.0058874,
2660,169.2548966,
2661,169.37923,
2662,169.6383306,
2663,169.7389065,
2664,169.8238674,
2665,169.902646,
2666,170.0882555,
2667,170.270433,
2668,170.5416695,
2669,170.7417981,
2670,170.7458259,
2671,170.7111987,
2672,170.7233576,
2673,170.655486,
2674,170.7554818,
2675,170.8530071,
2676,170.9101975,
2677,171.3009059,
2678,171.3277035,
2679,171.4444006,
2680,171.5018208,
2681,171.4629183,
2682,171.4115574,
2683,171.5796322,
2684,171.7287987,
2685,171.8506964,
2686,171.9267561,
2687,172.2301708,
2688,172.2097068,
2689,172.540999,
2690,172.8121485,
2691,173.171779,
2692,173.1791151,
2693,173.1456299,
2694,173.1140236,
2695,173.2924548,
2696,172.9952104,
2697,172.8114924,
2698,172.9464547,
2699,173.1497044,
2700,173.1386826,
2701,173.0852428,
2702,173.0047123,
2703,173.097857,
2704,173.0657803,
2705,173.0059633,
2706,173.0500966,
2707,173.1133825,
2708,173.0591223,
2709,173.0285689,
2710,173.0350579,
2711,172.9601593,
2712,172.9552678,
2713,172.9421176,
2714,172.9368549,
2715,172.9128978,
2716,172.8166135,
2717,172.3409603,
2718,172.3384235,
2719,172.0073431,
2720,171.7358098,
2721,171.7417828,
2722,171.9290158,
2723,172.1185993,
2724,172.1268312,
2725,172.0755527,
2726,172.1710088,
2727,172.3895283,
2728,172.6114082,
2729,172.562862,
2730,172.5760443,
2731,172.6218835,
2732,172.6719824,
2733,172.4841367,
2734,172.4054465,
2735,172.3971368,
2736,172.4075284,
2737,172.2648299,
2738,172.1478008,
2739,172.0958601,
2740,172.0133032,
2741,172.0077268,
2742,171.9371492,
2743,172.0870406,
2744,172.1906145,
2745,172.3392148,
2746,172.3817861,
2747,172.6761087,
2748,172.6714997,
2749,172.6430687,
2750,172.654461,
2751,172.7018022,
2752,172.7261863,
2753,172.6864474,
2754,172.6839656,
2755,172.7687314,
2756,172.8670799,
2757,172.90369,
2758,172.8926537,
2759,172.9783053,
2760,172.9853486,
2761,173.0208934,
2762,173.0221749,
2763,172.9439693,
2764,173.0581801,
2765,173.0908507,
2766,173.0914706,
2767,173.0845703,
2768,173.195476,
2769,173.1879055,
2770,173.2132536,
2771,173.1695198,
2772,173.2270176,
2773,173.2768566,
2774,173.2778933,
2775,173.2138681,
2776,173.3943166,
2777,173.4535212,
2778,173.4302073,
2779,173.4433537,
2780,173.5493543,
2781,173.5592918,
2782,173.6661589,
2783,173.6397478,
2784,173.6620935,
2785,173.696237,
2786,173.7011034,
2787,173.6687464,
2788,166.9923285,base line
